Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi
Maruti,Grand VitaraAlpha Plus Intelligent Hybrid eCVT,2023,Lucknow,76500,hybrid,automatic,1580000,
Tata,TigorXZ Petrol,2022,Lucknow,22500,petrol,manual,583000,9928.0
Maruti,Wagon R 1.2VXI,2019,Lucknow,54000,petrol,manual,398000,6777.0
Honda,JazzV,2021,Lucknow,40000,petrol,manual,578000,9467.0
Hyundai,Elite i20Asta 1.2,2014,Lucknow,98000,petrol,manual,349000,7490.0
Maruti,Wagon R 1.2ZXI Plus,2024,Lucknow,10000,petrol,manual,651000,11086.0
Honda,City4th Generation V Petrol,2022,Lucknow,11500,petrol,manual,861000,14662.0
Honda,JazzV AT Petrol,2017,Lucknow,50500,petrol,automatic,440000,7024.0
Hyundai,CretaSX IVT Petrol,2021,Lucknow,67000,petrol,automatic,980000,16688.0
Hyundai,New Santro 1.1Sportz MT,2021,Lucknow,50500,petrol,manual,437000,6976.0
Maruti,Wagon R 1.0VXI AMT (O),2018,Lucknow,64500,petrol,automatic,329000,5880.0
Honda,CR-V2.0L 2WD MT,2013,Lucknow,77500,petrol,manual,595000,16038.0
Kia,SeltosX Line Diesel AT,2022,Lucknow,56500,diesel,automatic,1480000,25453.0
Honda,CityZX CVT Petrol,2020,Lucknow,103000,petrol,automatic,922000,15701.0
Tata,AltrozXT 1.2,2021,Lucknow,40000,petrol,manual,550000,9366.0
Tata,AltrozXZ Plus 1.2,2023,Lucknow,19000,petrol,manual,691000,11767.0
Maruti,CelerioVXI CNG,2021,Lucknow,106000,petrol+cng,manual,454000,7731.0
Maruti,Alto K10VXi (O) AGS,2024,Lucknow,6000,petrol,automatic,536000,9127.0
Renault,KigerRXZ MT,2021,Lucknow,65500,petrol,manual,562000,9570.0
Maruti,BalenoAlpha 1.2,2016,Lucknow,70000,petrol,manual,458000,7799.0
Honda,Amaze1.2 VX i-VTEC Petrol+CNG (Outside Fitted),2020,Lucknow,49000,petrol+cng,manual,620000,10558.0
Maruti,SwiftZXI AMT,2020,Lucknow,15500,petrol,automatic,639000,10881.0
Hyundai,CretaEX Petrol,2023,Lucknow,39000,petrol,manual,1051000,18074.0
Honda,WR-VVX MT Petrol,2022,Lucknow,34000,petrol,manual,748000,12738.0
Hyundai,VernaSX (O) 1.5 CRDi AT,2020,Lucknow,110000,diesel,automatic,899000,15309.0
Volkswagen,PoloTrendline 1.0L (P),2019,Lucknow,35500,petrol,manual,498000,7647.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2017,Lucknow,101000,petrol,manual,312000,5313.0
Tata,AltrozXZ 1.2,2022,Lucknow,83000,petrol,manual,582000,9911.0
Hyundai,New Santro 1.1Sportz MT,2022,Lucknow,7500,petrol,manual,498000,7950.0
Tata,TiagoRevotron XZ Plus,2021,Lucknow,29000,petrol,manual,534000,9093.0
Hyundai,i20Asta (O) 1.2 IVT,2023,Lucknow,14500,petrol,automatic,952000,16212.0
Hyundai,EonMagna +,2013,Lucknow,59500,petrol,manual,210000,5306.0
Renault,KigerRXZ 1.0 Turbo MT,2021,Lucknow,43000,petrol,manual,656000,11171.0
Tata,PunchAdventure AMT,2024,Lucknow,11500,petrol,automatic,697000,11869.0
Hyundai,CretaSX Petrol,2022,Lucknow,23000,petrol,manual,1251000,21515.0
Honda,WR-VSV MT Petrol,2022,Lucknow,41000,petrol,manual,646000,11001.0
Hyundai,ExterSX (O) Connect 1.2 MT,2023,Lucknow,42500,petrol,manual,756000,12874.0
Hyundai,Grand i10 NiosAsta 1.2 Kappa,2024,Lucknow,15500,petrol,manual,691000,11767.0
Tata,PunchAccomplished AMT,2021,Lucknow,92000,petrol,automatic,580000,9877.0
Kia,SonetHTX 1.0 iMT,2020,Lucknow,83000,petrol,manual,664000,11307.0
Maruti,Alto K10VXi AGS,2024,Lucknow,3000,petrol,automatic,505000,8599.0
Hyundai,CretaSX+ SE,2017,Lucknow,80500,petrol,manual,649000,11052.0
Maruti,S-PressoVXI Plus,2022,Lucknow,34500,petrol,manual,425000,7237.0
Maruti,SwiftVXI,2020,Lucknow,31500,petrol,manual,529000,9008.0
Honda,CityZX CVT,2018,Lucknow,87000,petrol,automatic,739000,12584.0
Maruti,Alto K10VXi S-CNG,2023,Lucknow,39500,cng,manual,488000,8310.0
Maruti,Grand VitaraZeta Plus Intelligent Hybrid eCVT,2023,Lucknow,37500,hybrid,automatic,1482000,
Maruti,CiazDelta Hybrid 1.5 AT,2020,Lucknow,47500,petrol,automatic,700000,11920.0
Hyundai,Creta1.6 SX OPT VTVT,2018,Lucknow,55500,petrol,manual,880000,14985.0
Hyundai,AuraSX 1.2 Petrol,2021,Lucknow,18000,petrol,manual,632000,10762.0
Toyota,Innova Crysta2.4 V 7 STR,2019,Lucknow,48000,diesel,manual,1559000,26812.0
Hyundai,i10Sportz 1.2 Kappa2,2014,Lucknow,46000,petrol,manual,238000,5107.0
Tata,PunchAdventure Rhythm Pack AMT,2025,Lucknow,5000,petrol,automatic,749000,12755.0
Honda,AmazeVX MT 1.2 Petrol,2023,Lucknow,21000,petrol,manual,757000,12891.0
Hyundai,i10Magna 1.1 iRDE2,2015,Lucknow,29500,petrol,manual,260000,4732.0
Hyundai,New Santro 1.1Sportz CNG,2019,Lucknow,90500,petrol+cng,manual,379000,6050.0
Honda,WR-VVX MT Petrol,2017,Lucknow,48000,petrol,manual,569000,9689.0
Maruti,Alto 800VXi,2019,Lucknow,27500,petrol,manual,319000,5701.0
Maruti,IgnisZeta MT Petrol,2022,Lucknow,8500,petrol,manual,559000,9519.0
Hyundai,i10Sportz 1.1 iRDE2,2016,Lucknow,80000,petrol,manual,271000,4614.0
Honda,BR-VV Diesel,2016,Lucknow,114000,diesel,manual,549000,9349.0
Tata,AltrozXZ 1.2,2021,Lucknow,38500,petrol,manual,598000,10183.0
Hyundai,VenueSX Plus 1.0L Turbo DCT Sport,2019,Lucknow,31000,petrol,automatic,788000,13419.0
Tata,AltrozXT 1.2,2022,Lucknow,42500,petrol,manual,579000,9860.0
Mahindra,XUV700AX 7 Petrol AT Luxury Pack 7 STR,2021,Lucknow,121500,petrol,automatic,1729000,29734.0
Maruti,IgnisDelta MT Petrol,2021,Lucknow,60500,petrol,manual,438999,7475.0
Honda,Amaze1.2 S i-VTEC,2020,Lucknow,45000,petrol,manual,529000,9008.0
Maruti,Wagon R 1.0VXi 1.0,2021,Lucknow,30000,petrol,manual,473000,8453.0
Renault,Kwid1.0 RXT SCE,2023,Lucknow,16500,petrol,manual,467000,7952.0
Maruti,BalenoDelta AGS,2024,Lucknow,2000,petrol,automatic,716000,12193.0
Hyundai,VenueSX Plus 1.0 Turbo DCT,2019,Lucknow,67000,petrol,automatic,746000,12703.0
Honda,WR-VVX MT Diesel,2021,Lucknow,65500,diesel,manual,857000,14594.0
Hyundai,VenueSX 1.5 CRDI,2022,Lucknow,58500,diesel,manual,916000,16212.0
Tata,TiagoRevotron XT,2024,Lucknow,5500,petrol,manual,581000,9894.0
Honda,CityZX CVT Petrol,2022,Lucknow,37000,petrol,automatic,1227000,21101.0
Renault,Kwid1.0 RXT Opt,2022,Lucknow,28000,petrol,manual,411000,6999.0
Toyota,Etios LivaVD,2018,Lucknow,119500,diesel,manual,459000,7327.0
Mahindra,XUV500W9,2019,Lucknow,87500,diesel,manual,974000,17407.0
Ford,EcoSportTitanium+ 1.0L EcoBoost,2016,Lucknow,43500,petrol,manual,583000,9928.0
Maruti,S-PressoVXi Plus,2022,Lucknow,43500,petrol,manual,382000,6505.0
Maruti,Wagon R 1.2ZXI,2023,Lucknow,27000,petrol,manual,529000,9008.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Lucknow,69500,petrol,manual,575000,9791.0
Kia,SeltosGTX Plus AT D,2021,Lucknow,96500,diesel,automatic,1287000,22133.0
Hyundai,VenueSX 1.0  Turbo,2022,Lucknow,19500,petrol,manual,852999,14526.0
Maruti,Wagon R 1.0VXI,2022,Lucknow,6500,petrol,manual,519000,9275.0
Kia,SeltosGTX Plus DCT,2022,Lucknow,65500,petrol,automatic,1359000,23371.0
Maruti,Wagon R 1.0VXi 1.0,2021,Lucknow,115000,petrol,manual,415000,7417.0
Honda,Amaze1.2 VX CVT i-VTEC,2023,Lucknow,11000,petrol,automatic,836000,14236.0
Maruti,S-PressoVXi,2023,Lucknow,5500,petrol,manual,447000,7612.0
Honda,JazzZX CVT,2021,Lucknow,29500,petrol,automatic,768000,12261.0
Hyundai,AuraS 1.2 Petrol,2020,Lucknow,20500,petrol,manual,539000,9178.0
Maruti,SwiftZXI Plus,2022,Lucknow,27000,petrol,manual,691000,11767.0
Nissan,MicraXV Diesel,2012,Lucknow,53000,diesel,manual,242000,8628.0
Hyundai,VenueSX 1.0 (O) Turbo,2021,Lucknow,46000,petrol,manual,811000,13810.0
Honda,WR-VVX MT Diesel,2018,Lucknow,68500,diesel,manual,603000,10268.0
Honda,CityZX CVT,2020,Lucknow,98500,petrol,automatic,789000,13436.0
Maruti,BalenoDelta,2021,Lucknow,34000,petrol,manual,572000,9740.0
Honda,AmazeVX MT 1.2 Petrol,2022,Lucknow,32000,petrol,manual,698000,11886.0
Toyota,GlanzaV AMT,2022,Lucknow,29000,petrol,automatic,774000,13180.0
Maruti,SwiftVXI AMT,2019,Lucknow,49500,petrol,automatic,505999,8616.0
Mahindra,KUV100K8 6 STR Dual Tone,2017,Lucknow,22000,petrol,manual,373000,6351.0
Toyota,Innova Crysta2.7 ZX AT 7 STR,2022,Lucknow,36000,petrol,automatic,2005000,34484.0
Maruti,IgnisDelta 1.2 AMT,2017,Lucknow,51500,petrol,automatic,375000,6386.0
Mahindra,XUV 3XOAX5 1.5 Diesel,2024,Lucknow,33000,diesel,manual,1052000,18091.0
Maruti,IgnisZeta 1.2 MT,2023,Lucknow,32000,petrol,manual,539000,9178.0
Maruti,Wagon R 1.2ZXI Plus,2023,Lucknow,22000,petrol,manual,607000,10336.0
Maruti,S-CrossZeta,2021,Lucknow,117500,petrol,manual,598000,10183.0
Honda,WR-VSV MT Diesel,2020,Lucknow,62500,diesel,manual,766000,13044.0
Maruti,Alto 800Vxi Plus,2023,Lucknow,15500,petrol,manual,419000,7488.0
Hyundai,CretaSX IVT Petrol,2022,Lucknow,36000,petrol,automatic,1328000,22839.0
Maruti,BalenoAlpha 1.2,2016,Lucknow,106000,petrol,manual,422000,7186.0
Tata,NexonXZ Plus (O),2022,Lucknow,35500,petrol,manual,869000,14798.0
Maruti,Wagon R 1.0VXI AMT,2016,Lucknow,108000,petrol,automatic,327000,5844.0
Mahindra,XUV700AX 7 Diesel MT Luxury Pack 7 STR,2022,Lucknow,102000,diesel,manual,1775000,30527.0
Maruti,IgnisZeta 1.2 AMT,2022,Lucknow,91500,petrol,automatic,533000,9076.0
Volkswagen,VentoHighline 1.0L TSI,2021,Lucknow,107500,petrol,manual,698000,11143.0
Nissan,MagniteXV,2024,Lucknow,4500,petrol,manual,714000,12159.0
Honda,Amaze1.2 V CVT Petrol,2018,Lucknow,49000,petrol,automatic,544000,9264.0
Hyundai,VernaSX (O) 1.5 VTVT IVT,2023,Lucknow,18500,petrol,automatic,1438000,24725.0
Ford,EcoSportTitanium 1.5 Ti-VCT AT,2015,Lucknow,67000,petrol,automatic,463000,8427.0
Maruti,Wagon R 1.2ZXI Plus AMT,2023,Lucknow,11500,petrol,automatic,654000,11137.0
Honda,AmazeS 1.2 Petrol MT,2023,Lucknow,40500,petrol,manual,626000,10660.0
Hyundai,CretaS 1.5 Petrol iMT,2022,Lucknow,26000,petrol,manual,1075000,18487.0
Maruti,FronxAlpha 1.0L Turbo 6 AT,2023,Lucknow,13000,petrol,automatic,1082000,18613.0
Kia,SonetGTX Plus 1.5 AT,2020,Lucknow,59500,diesel,automatic,1010000,17199.0
Renault,Kwid1.0 RXL AMT,2021,Lucknow,30500,petrol,automatic,416000,7084.0
Kia,SeltosHTX Plus D,2021,Lucknow,97000,diesel,manual,1111000,19107.0
Honda,Amaze1.2 S i-VTEC,2015,Lucknow,44500,petrol,manual,331000,6025.0
MG,Hector1.5 Sharp DCT,2020,Lucknow,46000,petrol,automatic,1237000,21269.0
Honda,WR-VVX MT Petrol,2019,Lucknow,55500,petrol,manual,598000,10183.0
Hyundai,New Santro 1.1Sportz MT,2022,Lucknow,23000,petrol,manual,465000,7423.0
Honda,WR-VS MT Petrol,2019,Lucknow,95500,petrol,manual,493000,8395.0
Honda,AmazeVX MT 1.2 Petrol,2022,Lucknow,62000,petrol,manual,617000,10507.0
Hyundai,New Santro 1.1Sportz MT,2020,Lucknow,30000,petrol,manual,399000,6370.0
Honda,JazzV CVT,2022,Lucknow,22000,petrol,automatic,728000,11622.0
Renault,KigerRXZ MT,2021,Lucknow,23000,petrol,manual,609000,10370.0
Honda,Amaze1.2 VX i-VTEC,2022,Lucknow,14500,petrol,manual,738000,12567.0
Jeep,CompassLimited 1.4 Petrol AT,2017,Lucknow,74000,petrol,automatic,953999,16246.0
Maruti,Alto K10VXi,2018,Lucknow,75500,petrol,manual,289000,4921.0
Honda,CityZX Petrol MT,2024,Lucknow,10500,petrol,manual,1287000,22133.0
Mahindra,KUV100 NXTK2 6 STR,2018,Lucknow,29000,petrol,manual,356000,6062.0
Maruti,S-PressoVXi,2022,Lucknow,83000,petrol,manual,378000,6437.0
Volkswagen,PoloTrendline 1.0L (P),2019,Lucknow,50500,petrol,manual,438999,7008.0
Maruti,FronxAlpha 1.0L Turbo 6 AT,2023,Lucknow,21500,petrol,automatic,1121000,19277.0
Mahindra,TUV300T10 AMT,2018,Lucknow,64500,diesel,automatic,653000,11120.0
Renault,KwidCLIMBER 1.0 Opt,2020,Lucknow,105500,petrol,manual,339000,5772.0
Maruti,Vitara BrezzaLDi,2016,Lucknow,79500,diesel,manual,484999,8259.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2021,Lucknow,17000,petrol,automatic,849000,14457.0
Maruti,IgnisZeta 1.2 MT,2022,Lucknow,30000,petrol,manual,555000,9451.0
Volkswagen,PoloTrendline 1.0L MPI,2021,Lucknow,48000,petrol,manual,564000,9004.0
Maruti,Alto K10VXi Plus,2023,Lucknow,110500,petrol,manual,387000,6590.0
Maruti,IgnisZeta MT Petrol,2023,Lucknow,17500,petrol,manual,566000,9638.0
Maruti,BalenoZeta,2021,Lucknow,88000,petrol,manual,564000,9604.0
Maruti,BalenoZeta 1.2,2018,Lucknow,40500,petrol,manual,529000,9008.0
Hyundai,i10Sportz 1.1 Petrol,2016,Lucknow,31000,petrol,manual,292000,5315.0
Honda,JazzZX CVT,2022,Lucknow,39000,petrol,automatic,795000,12692.0
Ford,Figo AspireTitanium Plus 1.2 Ti-VCT,2021,Lucknow,79000,petrol,manual,549000,8764.0
Honda,Amaze1.2 S i-VTEC,2019,Lucknow,63000,petrol,manual,499000,8497.0
Hyundai,Elite i20Asta 1.2,2018,Lucknow,78500,petrol,manual,499000,8497.0
Maruti,BalenoAlpha MT,2023,Lucknow,15500,petrol,manual,832000,14168.0
Hyundai,AuraSX 1.2 (O) Petrol,2021,Lucknow,49500,petrol,manual,647000,11018.0
Renault,TriberRXZ,2020,Lucknow,28000,petrol,manual,588000,10013.0
Maruti,CelerioZXI Plus,2022,Lucknow,26000,petrol,manual,518000,8821.0
Maruti,Alto K10VXi Plus (O),2025,Lucknow,2000,petrol,manual,521000,8872.0
Maruti,Alto 800Vxi Plus,2021,Lucknow,57000,petrol,manual,337000,6023.0
Renault,Kwid1.0 RXT Opt,2021,Lucknow,20500,petrol,manual,401000,6828.0
Maruti,Swift DzireVDI,2015,Lucknow,63500,diesel,manual,421000,7663.0
Maruti,Wagon R 1.0VXI AMT,2017,Lucknow,82500,petrol,automatic,354000,6326.0
Maruti,S-PressoVXI Plus,2022,Lucknow,24000,petrol,manual,425000,7237.0
Maruti,Alto 800LXi (O),2022,Lucknow,5000,petrol,manual,372000,6648.0
Tata,PunchAdventure Rhythm Pack MT,2023,Lucknow,13000,petrol,manual,592000,10081.0
Maruti,Alto 800Lxi,2015,Lucknow,45500,petrol,manual,206999,3939.0
Hyundai,AuraS 1.2 Petrol,2020,Lucknow,22500,petrol,manual,541000,9212.0
Mahindra,XUV500W11 AT,2019,Lucknow,78500,diesel,automatic,1149000,20737.0
Maruti,IgnisZeta 1.2 AMT,2023,Lucknow,25500,petrol,automatic,611000,10404.0
Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT CNG,2022,Lucknow,24500,petrol+cng,manual,640000,10898.0
Mahindra,KUV100K6 5 STR,2016,Lucknow,27500,petrol,manual,334000,5687.0
Maruti,SwiftLXI,2014,Lucknow,36500,petrol,manual,321000,6889.0
Maruti,Swift DzireVXI,2014,Lucknow,62000,petrol,manual,347000,7447.0
Tata,AltrozXZ 1.5,2021,Lucknow,48500,diesel,manual,732000,12465.0
Maruti,IgnisZeta MT Petrol,2022,Lucknow,12500,petrol,manual,544000,9264.0
Maruti,Vitara BrezzaZDi Plus,2018,Lucknow,59500,diesel,manual,692000,11784.0
Mahindra,ScorpioS9,2021,Lucknow,49000,diesel,manual,1349000,23199.0
Maruti,BalenoZeta AT Petrol,2017,Lucknow,95000,petrol,automatic,474000,8071.0
Maruti,Alto 800VXi (O),2018,Lucknow,28000,petrol,manual,298000,5326.0
Tata,TiagoRevotron XZA AMT,2019,Lucknow,64000,petrol,automatic,356000,6062.0
Maruti,Alto 800LXi,2017,Lucknow,97500,petrol,manual,227000,4057.0
Honda,WR-VVX MT Diesel,2021,Lucknow,103500,diesel,manual,797000,13572.0
Maruti,BalenoRS Petrol,2017,Lucknow,84000,petrol,manual,428000,7475.0
Maruti,Vitara BrezzaVDi (O),2016,Lucknow,66500,diesel,manual,556000,9468.0
Hyundai,New Santro 1.1Sportz Executive CNG,2022,Lucknow,70000,petrol+cng,manual,480000,7663.0
Kia,SeltosHTX G,2020,Lucknow,45000,petrol,manual,1013000,17250.0
Maruti,SwiftZXI Plus,2018,Lucknow,54500,petrol,manual,524000,8923.0
Maruti,Alto 800VXi,2019,Lucknow,38000,petrol,manual,299000,5343.0
Nissan,MagniteXV Premium,2022,Lucknow,57000,petrol,manual,648000,11035.0
Maruti,A-StarVxi,2011,Lucknow,53000,petrol,manual,178000,11923.0
Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT,2023,Lucknow,11000,petrol,manual,648000,11035.0
Maruti,CelerioVXi AMT,2016,Lucknow,48500,petrol,automatic,311000,5660.0
Tata,TigorRevotron XZ+ CNG,2022,Lucknow,95500,petrol+cng,manual,597000,10166.0
Renault,KwidRXT Live For More Edition,2017,Lucknow,20500,petrol,manual,261000,4444.0
Renault,KwidRXL(O) 1.0 Petrol MT SCE,2021,Lucknow,37500,petrol,manual,347000,5909.0
Skoda,SlaviaStyle 1.0L TSI AT,2023,Lucknow,16000,petrol,automatic,1326000,23108.0
Honda,WR-VSV MT Petrol,2020,Lucknow,86000,petrol,manual,496000,8446.0
Hyundai,i10Sportz 1.1 iRDE2,2015,Lucknow,64000,petrol,manual,256999,5515.0
Tata,NexonXZ + Dark Edition,2022,Lucknow,32500,diesel,manual,948000,16143.0
Honda,Amaze1.2 V i-VTEC,2019,Lucknow,49000,petrol,manual,554000,9434.0
Maruti,Wagon R 1.0VXI,2023,Lucknow,15500,petrol,manual,539000,9633.0
Renault,TriberRXT,2019,Lucknow,104500,petrol,manual,429000,7305.0
Maruti,BalenoZeta Petrol+CNG (Outside Fitted),2021,Lucknow,37000,petrol+cng,manual,638000,10864.0
Honda,CityZX CVT Petrol,2022,Lucknow,19500,petrol,automatic,1244000,21388.0
Maruti,RitzVdi BS-IV,2015,Lucknow,123500,diesel,manual,269000,4761.0
Kia,SonetHTX 1.5,2021,Lucknow,51000,diesel,manual,869999,14815.0
Maruti,Swift DzireVDI,2017,Lucknow,60500,diesel,manual,476999,8123.0
Maruti,Alto K10VXi,2017,Lucknow,31000,petrol,manual,299000,5091.0
Hyundai,VenueSX 1.2 Petrol,2022,Lucknow,121500,petrol,manual,799000,13606.0
Tata,TigorRevotron XZ+ CNG,2022,Lucknow,52500,petrol+cng,manual,657000,11188.0
Hyundai,Elite i20Asta 1.2,2018,Lucknow,34000,petrol,manual,544000,9264.0
Hyundai,EonSportz,2018,Lucknow,25000,petrol,manual,292000,4661.0
Honda,Amaze1.2 S i-VTEC,2016,Lucknow,32000,petrol,manual,397000,6760.0
Maruti,Wagon R 1.0LXI CNG,2021,Lucknow,96000,petrol+cng,manual,467000,7952.0
Renault,Kwid1.0 RXT Opt,2021,Lucknow,10500,petrol,manual,389000,6624.0
Tata,TiagoRevotron XT CNG,2022,Lucknow,22500,petrol+cng,manual,568000,9672.0
MG,Hector PlusSharp 2.0 Diesel Turbo MT 6-STR,2020,Lucknow,29500,diesel,manual,1381000,23756.0
Hyundai,i20 Active1.2 S,2017,Lucknow,58500,petrol,manual,470000,8003.0
Hyundai,New Santro 1.1Sportz CNG,2019,Lucknow,62000,petrol+cng,manual,426000,6801.0
Maruti,Alto 800LXi,2021,Lucknow,9000,petrol,manual,343000,6130.0
Hyundai,AlcazarPlatinum 7 STR 2.0 Petrol,2023,Lucknow,43000,petrol,manual,1429000,25791.0
Mahindra,TharLX 4 STR Hard Top Diesel AT 4WD,2022,Lucknow,20000,diesel,automatic,1380000,23733.0
Kia,SonetGTX Plus 1.5 AT,2020,Lucknow,73000,diesel,automatic,927999,15803.0
Maruti,SwiftVDi,2017,Lucknow,92000,diesel,manual,429000,7305.0
Honda,WR-VVX MT Petrol,2017,Lucknow,64000,petrol,manual,564000,9604.0
Hyundai,New Santro 1.1Magna CNG,2019,Lucknow,102500,petrol+cng,manual,377000,6018.0
Honda,CityV Petrol+CNG (Outside Fitted),2011,Lucknow,57500,petrol+cng,manual,278000,19864.0
MG,Hector PlusSharp 2.0 Diesel Turbo MT 6-STR Dual Tone,2021,Lucknow,48500,diesel,manual,1355000,23296.0
Tata,PunchAdventure Rhythm Pack MT,2022,Lucknow,24500,petrol,manual,592000,10081.0
Maruti,SwiftVXI AMT,2019,Lucknow,39500,petrol,automatic,532000,9059.0
Hyundai,Grand i10Sportz AT 1.2 Kappa VTVT,2019,Lucknow,50000,petrol,automatic,478000,8140.0
Renault,KwidCLIMBER 1.0 Opt,2020,Lucknow,37000,petrol,manual,376000,6403.0
Honda,CityV Diesel,2022,Lucknow,53000,diesel,manual,994999,16944.0
Maruti,CelerioVXI AMT,2016,Lucknow,46500,petrol,automatic,317000,5770.0
Tata,SafariXZ Plus,2021,Lucknow,86000,diesel,manual,1284000,22494.0
Toyota,Innova2.5 GX 8 STR,2013,Lucknow,105000,diesel,manual,560000,15530.0
Maruti,Alto 800LXi,2017,Lucknow,41500,petrol,manual,261000,4664.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2019,Lucknow,70000,petrol,automatic,558000,9877.0
Hyundai,Elite i20Sportz 1.2,2016,Lucknow,70500,petrol,manual,419000,7135.0
Hyundai,i10Era 1.1 iRDE2,2012,Lucknow,25500,petrol,manual,199000,7568.0
Maruti,Vitara BrezzaZDi Plus,2019,Lucknow,55500,diesel,manual,740000,12601.0
Maruti,SwiftZXI Plus,2023,Lucknow,8500,petrol,manual,768000,13078.0
Maruti,DzireVXI AMT,2021,Lucknow,39000,petrol,automatic,641000,10915.0
Mahindra,TharLX 4 STR Hard Top Diesel AT 4WD,2021,Lucknow,45500,diesel,automatic,1205000,20726.0
Maruti,Alto 800Vxi Plus,2023,Lucknow,19500,petrol,manual,405000,7238.0
Maruti,SwiftVXI,2019,Lucknow,119500,petrol,manual,438999,7475.0
Maruti,Wagon R 1.0VXI,2015,Lucknow,77500,petrol,manual,254000,4834.0
Ford,Figo AspireTitanium 1.2 Ti-VCT,2019,Lucknow,74000,petrol,manual,398000,6354.0
Maruti,Wagon R 1.0LXI CNG,2018,Lucknow,100000,petrol+cng,manual,347000,5909.0
Hyundai,VernaS Plus 1.5 CRDi,2021,Lucknow,63000,diesel,manual,786000,13385.0
Maruti,IgnisZeta 1.2 MT,2017,Lucknow,86000,petrol,manual,329000,5602.0
Hyundai,New i20Asta (O) 1.2 MT,2022,Kolkata,32000,petrol,manual,760000,12942.0
Kia,CarensLuxury Plus 1.4 Petrol 7 STR,2022,Kolkata,23500,petrol,manual,1467000,25230.0
Maruti,S-PressoVxi Plus,2024,Kolkata,14500,petrol,manual,496000,8446.0
Hyundai,i10Magna 1.1 iRDE2,2016,Kolkata,25000,petrol,manual,269000,4580.0
Tata,AltrozXZ Plus 1.5,2022,Kolkata,73000,diesel,manual,659000,11222.0
Maruti,Alto 800Lxi,2015,Kolkata,33500,petrol,manual,222000,4225.0
Kia,CarensPrestige Plus 1.4 Petrol MT 7 STR,2022,Kolkata,33000,petrol,manual,1108000,19055.0
Honda,AmazeVX MT 1.2 Petrol,2021,Kolkata,34000,petrol,manual,673000,11460.0
Maruti,S-CrossZeta,2020,Kolkata,97000,petrol,manual,667000,11358.0
Ford,EcoSportTitanium 1.5L TDCi,2018,Kolkata,31500,diesel,manual,574000,9774.0
Tata,NexonXZA Plus,2023,Kolkata,4000,petrol,automatic,939000,15990.0
Hyundai,AuraS 1.2 Petrol,2022,Kolkata,75000,petrol,manual,517000,8804.0
Hyundai,Grand i10 NiosSportz 1.2 Kappa VTVT,2021,Kolkata,32000,petrol,manual,547000,9315.0
Tata,NexonXZ Plus (O) Dark Edition,2022,Kolkata,18500,petrol,manual,914000,15564.0
Tata,NexonXZ Plus (HS),2022,Kolkata,30000,petrol,manual,861999,14679.0
Hyundai,i20 Active1.2 SX,2016,Kolkata,54000,petrol,manual,339000,6170.0
Honda,CityV Petrol,2022,Kolkata,25500,petrol,manual,919000,15650.0
Skoda,KushaqStyle 1.5L TSI MT,2021,Kolkata,33000,petrol,manual,1227000,21099.0
Maruti,Wagon R 1.0VXI,2017,Kolkata,58000,petrol,manual,297000,5308.0
Hyundai,XcentSX (O),2019,Kolkata,30500,petrol,manual,472000,7535.0
Maruti,Alto K10VXi,2018,Kolkata,51500,petrol,manual,276000,4700.0
Kia,SonetGTX Plus 1.5 AT,2022,Kolkata,51000,diesel,automatic,1084000,18647.0
Maruti,Alto 800LXi (O),2022,Kolkata,35500,petrol,manual,328000,5862.0
Maruti,S-PressoVxi Plus,2022,Kolkata,24500,petrol,manual,457000,7782.0
Skoda,KushaqMonte Carlo 1.0 TSI MT,2022,Kolkata,26500,petrol,manual,1194000,20534.0
Maruti,SwiftVXI,2014,Kolkata,108500,petrol,manual,274000,5880.0
Hyundai,New i20Asta 1.0 Turbo IMT,2021,Kolkata,33500,petrol,manual,732000,12465.0
Tata,TigorXM,2021,Kolkata,14500,petrol,manual,503000,8565.0
Maruti,BalenoDelta 1.2 AT,2018,Kolkata,69000,petrol,automatic,455000,7748.0
Ford,FreestyleTitanium Plus 1.5 TDCI,2021,Kolkata,57500,diesel,manual,589000,10030.0
Skoda,SuperbStyle TDI AT,2017,Kolkata,72000,diesel,automatic,1169000,21098.0
Maruti,CiazDelta AT Petrol,2021,Kolkata,24000,petrol,automatic,695000,11835.0
Kia,CarensLuxury Plus 1.5 Diesel AT 7 STR,2022,Kolkata,33500,diesel,automatic,1521000,26158.0
Maruti,Wagon R 1.2ZXi 1.2,2022,Kolkata,25000,petrol,manual,528000,8991.0
Maruti,CiazZXI+,2016,Kolkata,91000,petrol,manual,391000,6658.0
Maruti,S-PressoVxi Plus,2023,Kolkata,7000,petrol,manual,488999,8327.0
Mahindra,TharLX Hard Top Petrol MT,2021,Kolkata,17500,petrol,manual,1097000,18866.0
Maruti,Alto K10VXi,2017,Kolkata,35500,petrol,manual,256999,4376.0
Honda,AmazeVX MT 1.2 Petrol,2023,Kolkata,12000,petrol,manual,797000,13572.0
