Brand,Car,Year,City,KMS,Fuel,Transmission,Price,Emi
Honda,CityVX,2019,Delhi,45000,petrol,manual,825000,14049.0
Maruti,BalenoDelta 1.2 AT,2016,Delhi,63500,petrol,automatic,462000,7867.0
Tata,TiagoRevotron XZ Plus,2021,Delhi,89500,petrol,manual,495000,8429.0
Honda,CityZX CVT Petrol,2022,Delhi,41500,petrol,automatic,1241000,21342.0
Mahindra,ScorpioS5,2022,Delhi,112500,diesel,manual,1119000,19243.0
Honda,City1.5 V MT,2012,Delhi,80500,petrol,manual,299000,11372.0
Hyundai,VernaFluidic 1.6 VTVT SX,2012,Delhi,68000,petrol,manual,320000,12170.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2021,Delhi,34500,petrol,automatic,796000,13555.0
Maruti,DzireVXi,2018,Delhi,90500,petrol,manual,465000,7918.0
Tata,NexonXZA Plus AMT S,2022,Delhi,25500,petrol,automatic,949000,16160.0
Hyundai,i10Era Petrol,2011,Delhi,60000,petrol,manual,184000,13862.0
Hyundai,i10Era 1.1 iRDE2,2013,Delhi,48000,petrol,manual,219000,5903.0
Hyundai,New Santro 1.1Asta MT,2018,Delhi,38500,petrol,manual,422000,6737.0
Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2021,Delhi,43500,petrol,automatic,1234000,21222.0
Hyundai,New Santro 1.1Magna,2018,Delhi,36500,petrol,manual,358000,5715.0
Honda,Amaze1.2 S i-VTEC,2013,Delhi,87500,petrol,manual,264000,7116.0
Maruti,BalenoDelta 1.2,2015,Delhi,44500,petrol,manual,407000,7408.0
Maruti,IgnisDelta 1.2 AMT,2018,Delhi,38000,petrol,automatic,455000,7748.0
Honda,Amaze1.2 VX i-VTEC,2016,Delhi,49500,petrol,manual,417000,7101.0
Maruti,SwiftLXI,2020,Delhi,25000,petrol,manual,474000,8071.0
Honda,Amaze1.2 S i-VTEC,2015,Delhi,74000,petrol,manual,341000,6207.0
Maruti,BalenoDelta 1.2,2016,Delhi,64000,petrol,manual,426999,7271.0
Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2021,Delhi,20500,petrol,automatic,1280000,22013.0
Maruti,Alto 800Lxi CNG,2013,Delhi,35500,petrol+cng,manual,224000,6212.0
Hyundai,Creta1.6 SX Plus Auto Petrol,2017,Delhi,91000,petrol,automatic,780000,13282.0
Hyundai,VenueSX 1.0  Turbo iMT,2022,Delhi,84500,petrol,manual,773000,13163.0
Renault,Kwid1.0L RXT(O) AMT,2021,Delhi,27000,petrol,automatic,428000,7288.0
Tata,TiagoRevotron XZ Plus CNG,2022,Delhi,41000,petrol+cng,manual,640000,10898.0
Hyundai,CretaSX Petrol,2022,Delhi,48000,petrol,manual,1219000,20964.0
Maruti,Wagon R 1.0LXI CNG,2013,Delhi,50500,petrol+cng,manual,271000,7304.0
Volkswagen,PoloHighline1.2L (P),2013,Delhi,97000,petrol,manual,311000,7859.0
Honda,BrioS(O)MT,2012,Delhi,47500,petrol,manual,231000,8236.0
Maruti,CelerioZXi AMT,2018,Delhi,36000,petrol,automatic,398000,6777.0
Honda,Amaze1.2 V CVT Petrol,2019,Delhi,39500,petrol,automatic,613000,10439.0
Mahindra,TharLX 4 STR Convertible Petrol AT 4WD,2023,Delhi,24500,petrol,automatic,1378000,23699.0
Honda,JazzSV Petrol,2015,Delhi,39500,petrol,manual,377000,6433.0
Honda,JazzZX CVT,2022,Delhi,22500,petrol,automatic,835000,13330.0
Maruti,Wagon R 1.0LXI CNG,2015,Delhi,21500,petrol+cng,manual,325000,5915.0
Renault,Kwid1.0L RXT(O) AMT,2020,Delhi,49000,petrol,automatic,372000,6334.0
Hyundai,Elite i20Magna Plus 1.2,2019,Delhi,34000,petrol,manual,544000,9264.0
Maruti,SwiftLXI (O),2016,Delhi,20000,petrol,manual,358000,6096.0
Renault,TriberRXZ,2021,Delhi,34000,petrol,manual,578000,9843.0
Maruti,DzireVXi,2022,Delhi,28000,petrol,manual,572000,9740.0
Maruti,SwiftVXI,2018,Delhi,66500,petrol,manual,451000,7680.0
Maruti,BalenoDelta MT,2025,Delhi,12500,petrol,manual,698000,11886.0
Hyundai,VernaFluidic 1.6 VTVT SX,2011,Delhi,84000,petrol,manual,320000,22865.0
Honda,City1.5 V MT,2013,Delhi,70500,petrol,manual,364000,9811.0
Hyundai,Grand i10Asta AT 1.2 Kappa VTVT,2014,Delhi,109000,petrol,automatic,328000,7039.0
Honda,WR-VVX MT Petrol,2019,Delhi,38000,petrol,manual,664000,11307.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2019,Delhi,18500,petrol,manual,508000,8650.0
Renault,KwidRXT Opt,2019,Delhi,28500,petrol,manual,330000,5619.0
Maruti,BalenoZeta 1.2,2017,Delhi,123000,petrol,manual,394000,6879.0
Honda,CityZX CVT Petrol,2021,Delhi,40000,petrol,automatic,1139000,19583.0
Maruti,DzireZXI Plus,2021,Delhi,44000,petrol,manual,668000,11375.0
Hyundai,VernaSX 1.6 VTVT,2018,Delhi,75000,petrol,manual,676000,11511.0
Tata,NexonXM (S),2022,Delhi,27000,petrol,manual,740000,12601.0
Mahindra,XUV700AX 3 Petrol AT 5 STR,2023,Delhi,52500,petrol,automatic,1439000,24748.0
Maruti,S-CrossZeta AT,2021,Delhi,17000,petrol,automatic,898000,15292.0
Honda,City1.5 V MT,2011,Delhi,101000,petrol,manual,244000,17434.0
Renault,KwidRXL,2019,Delhi,22500,petrol,manual,282000,4802.0
Mahindra,TharLX 4 STR Hard Top Diesel MT 4WD,2021,Delhi,29000,diesel,manual,1228000,21119.0
Hyundai,Elite i20Sportz 1.2,2017,Delhi,55000,petrol,manual,463999,7901.0
Maruti,BalenoZeta 1.2,2018,Delhi,72500,petrol,manual,478000,8344.0
Tata,AltrozXZ Plus 1.5,2023,Delhi,24000,diesel,manual,849000,14457.0
Skoda,SlaviaAmbition 1.0L TSI MT,2022,Delhi,26000,petrol,manual,1058000,18187.0
Renault,Kwid1.0 RXT SCE Opt CNG (Outside Fitted),2017,Delhi,54500,cng,manual,279000,4751.0
Maruti,Swift DzireVXI,2013,Delhi,72000,petrol,manual,268000,7223.0
Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2022,Delhi,53000,petrol,automatic,1277000,21962.0
Honda,Amaze1.2 S i-VTEC,2017,Delhi,32500,petrol,manual,412000,7016.0
Hyundai,CretaSX Diesel,2022,Delhi,65500,diesel,manual,1263000,21712.0
Hyundai,VernaSX 1.5 MPi,2021,Delhi,42500,petrol,manual,951000,16194.0
Maruti,CiazZXI+,2016,Delhi,63000,petrol,manual,533000,9076.0
Skoda,SlaviaStyle 1.0L TSI AT,2023,Delhi,6500,petrol,automatic,1391000,23926.0
Hyundai,VernaFluidic 1.6 VTVT SX Opt AT,2012,Delhi,38000,petrol,automatic,395000,15023.0
Tata,TigorRevotron XZ+ CNG,2022,Delhi,60000,petrol+cng,manual,603000,10268.0
Hyundai,VernaSX 1.6 VTVT,2019,Delhi,63000,petrol,manual,797000,13572.0
Maruti,SwiftVXI,2013,Delhi,48500,petrol,manual,283000,7628.0
Honda,CityVX Petrol,2022,Delhi,16000,petrol,manual,1078000,18538.0
Maruti,BalenoZeta,2020,Delhi,28000,petrol,manual,620000,10558.0
Maruti,CiazSHVS RS Petrol,2016,Delhi,72000,petrol,manual,522000,8889.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT (O),2014,Delhi,70000,petrol,manual,334000,7168.0
Tata,TiagoRevotron XZ Plus CNG,2022,Delhi,42000,petrol+cng,manual,617000,10507.0
Toyota,GlanzaV,2021,Delhi,32500,petrol,manual,662000,11562.0
Hyundai,New i20Asta 1.0 Turbo IMT,2021,Delhi,39000,petrol,manual,751000,12789.0
Hyundai,XcentS,2019,Delhi,56000,petrol,manual,466000,7439.0
Hyundai,Verna1.4 VTVT EX,2018,Delhi,56500,petrol,manual,712000,12124.0
Hyundai,VernaFluidic 1.6 VTVT SX,2013,Delhi,72000,petrol,manual,350000,9811.0
Maruti,Alto 800LXi,2019,Delhi,30000,petrol,manual,306000,5468.0
Hyundai,VenueSX 1.2 Petrol,2023,Delhi,20000,petrol,manual,953999,16246.0
Renault,Kwid1.0L RXT(O) AMT,2021,Delhi,10500,petrol,automatic,443000,7544.0
Maruti,Wagon R 1.0LXI CNG,2013,Delhi,54500,petrol+cng,manual,279000,7520.0
Maruti,Wagon R 1.0LXi CNG,2012,Delhi,82500,petrol+cng,manual,224000,8937.0
Hyundai,EonEra +,2016,Delhi,42500,petrol,manual,244000,3895.0
Maruti,SwiftVXI,2013,Delhi,91500,petrol,manual,268000,7223.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2017,Delhi,48500,petrol,manual,413000,7033.0
Maruti,SwiftVXI,2016,Delhi,54500,petrol,manual,392000,6675.0
Honda,CityZX CVT Petrol,2021,Delhi,31500,petrol,automatic,1174000,20190.0
Hyundai,VernaSX (O) 1.6 VTVT AT,2017,Delhi,52500,petrol,automatic,746000,12703.0
Maruti,SwiftVXI,2021,Delhi,55000,petrol,manual,511000,8702.0
Mahindra,ScorpioS5 2WD 7 STR,2020,Delhi,50500,diesel,manual,1039000,17867.0
Maruti,Swift DzireVXI,2013,Delhi,89500,petrol,manual,259000,6981.0
Honda,Amaze1.2 V i-VTEC,2018,Delhi,57500,petrol,manual,512000,8719.0
Hyundai,Elite i20Asta 1.2,2018,Delhi,41500,petrol,manual,561000,9553.0
Mahindra,KUV100K6 6 STR,2016,Delhi,35000,petrol,manual,324000,5517.0
Mahindra,Scorpio NZ8 L 4WD Diesel 7 STR,2023,Delhi,32000,diesel,manual,2061000,35445.0
Tata,NexonXM Plus (S),2023,Delhi,18000,petrol,manual,813000,13844.0
Honda,BrioS MT,2013,Delhi,73500,petrol,manual,238000,6014.0
Maruti,S-PressoVXI Opt CNG,2022,Delhi,21000,petrol+cng,manual,443000,7544.0
Hyundai,Tucson2WD MT Petrol,2017,Delhi,17000,petrol,manual,1101000,19430.0
Hyundai,New i20Asta (O) 1.0 Turbo DCT,2022,Delhi,17000,petrol,automatic,977999,16654.0
Renault,DusterRXL Petrol,2017,Delhi,26500,petrol,manual,534000,9093.0
Maruti,SwiftVXI,2013,Delhi,34500,petrol,manual,305000,8221.0
Honda,CityZX CVT,2017,Delhi,91000,petrol,automatic,721000,12278.0
Maruti,Swift DzireVXI,2014,Delhi,101000,petrol,manual,302000,6481.0
Maruti,Swift DzireVXI,2014,Delhi,97000,petrol,manual,302000,6481.0
Maruti,Alto 800LXi,2020,Delhi,29500,petrol,manual,319000,5701.0
Maruti,New ErtigaZXi AT,2019,Delhi,42000,petrol,automatic,857000,14594.0
Tata,TiagoRevotron XZ,2017,Delhi,33500,petrol,manual,392000,6675.0
Mahindra,TharLX 4 STR Hard Top Petrol AT 4WD,2021,Delhi,35500,petrol,automatic,1249000,21479.0
Maruti,SwiftZXI,2018,Delhi,10500,petrol,manual,563000,9587.0
Tata,NexonXZ Plus S,2023,Delhi,21000,petrol,manual,955000,16263.0
Honda,City1.5 S MT,2012,Delhi,74000,petrol,manual,272000,10345.0
Maruti,SwiftLXI (O) CNG (Outside Fitted),2016,Delhi,75500,petrol+cng,manual,372000,6334.0
Maruti,SwiftVXI,2014,Delhi,31500,petrol,manual,320000,6867.0
Maruti,BalenoDelta 1.2,2018,Delhi,61000,petrol,manual,478000,8140.0
Hyundai,EonMagna O,2012,Delhi,54000,petrol,manual,200999,7166.0
Maruti,S-PressoLXI,2021,Delhi,32000,petrol,manual,379000,6454.0
Hyundai,New i20Asta (O) 1.0 Turbo DCT,2021,Delhi,47000,petrol,automatic,843000,14355.0
Maruti,Wagon R 1.0LXI,2024,Delhi,5500,petrol,manual,533000,9526.0
Tata,TiagoRevotron XZ Plus CNG,2023,Delhi,5500,petrol+cng,manual,702000,11954.0
Hyundai,i10magna 1.1,2011,Delhi,91500,petrol,manual,166000,11861.0
Renault,KwidRXL,2017,Delhi,45000,petrol,manual,259000,4410.0
Maruti,IgnisZeta 1.2 AMT,2019,Delhi,85000,petrol,automatic,441000,7509.0
Hyundai,VernaFluidic 1.6 VTVT SX Opt AT,2012,Delhi,27000,petrol,automatic,395000,15023.0
Maruti,Vitara BrezzaVXi,2021,Delhi,15000,petrol,manual,750000,12772.0
Maruti,BalenoZeta Automatic,2019,Delhi,69000,petrol,automatic,566000,9638.0
Maruti,DzireVXi CNG (Outside Fitted),2022,Delhi,22500,petrol+cng,manual,610000,10387.0
Honda,Amaze1.2 V MT Petrol,2018,Delhi,64000,petrol,manual,508000,8650.0
Maruti,SwiftVXI,2022,Delhi,53500,petrol,manual,554000,9434.0
Honda,City1.5 V MT,2013,Delhi,41500,petrol,manual,345000,9299.0
Hyundai,Verna1.6 VTVT SX Opt CNG (Outside Fitted),2012,Delhi,95500,petrol+cng,manual,321000,12208.0
Honda,CityV,2016,Delhi,101500,petrol,manual,497000,8463.0
Maruti,SwiftZXI,2016,Delhi,47500,petrol,manual,425000,7237.0
Maruti,SwiftVXI,2016,Delhi,20500,petrol,manual,396000,6743.0
Maruti,Wagon R 1.0LXI CNG,2016,Delhi,60500,petrol+cng,manual,344000,5858.0
Hyundai,VernaSX (O) 1.0 Turbo DCT,2022,Delhi,49000,petrol,automatic,1170000,20128.0
Hyundai,Grand i10Magna AT 1.2 Kappa VTVT,2017,Delhi,31500,petrol,automatic,448000,7629.0
Tata,AltrozXZ 1.2,2020,Delhi,26000,petrol,manual,599000,10200.0
Tata,TigorRevotron XZ+ CNG,2022,Delhi,18500,petrol+cng,manual,709000,12073.0
Honda,CityVX CVT Petrol,2017,Delhi,38500,petrol,automatic,767000,13061.0
Maruti,AltoLXI,2012,Delhi,93500,petrol,manual,147000,5590.0
Honda,CityV,2016,Delhi,48000,petrol,manual,543000,9246.0
Maruti,SwiftLXI (O) CNG (Outside Fitted),2015,Delhi,46500,petrol+cng,manual,364000,6625.0
Maruti,Swift DzireVXI,2015,Delhi,97500,petrol,manual,326000,5934.0
Maruti,Swift DzireVXI,2012,Delhi,86500,petrol,manual,245000,9318.0
Hyundai,Verna1.6 VTVT SX Opt CNG (Outside Fitted),2011,Delhi,44500,petrol+cng,manual,313000,22365.0
Honda,CityVX Petrol,2023,Delhi,17000,petrol,manual,1142000,19634.0
Hyundai,CretaSX OPT Turbo DCT Petrol,2020,Delhi,78000,petrol,automatic,1196000,20571.0
MG,Hector PlusStyle 1.5 Petrol Turbo MT 7-STR,2021,Delhi,28000,petrol,manual,1084000,19004.0
Maruti,CelerioVXi AMT,2014,Delhi,37500,petrol,automatic,316000,6781.0
Skoda,SlaviaStyle 1.0L TSI AT,2023,Delhi,17500,petrol,automatic,1319000,22683.0
Maruti,ErtigaVXI CNG (outside fitted),2013,Delhi,44000,petrol+cng,manual,459999,12399.0
Tata,NexonXM S Petrol + CNG(Outside Fitted),2023,Delhi,24500,petrol+cng,manual,810000,13793.0
Maruti,Alto K10VXi,2017,Delhi,32500,petrol,manual,280000,4768.0
Maruti,BrezzaZXi,2023,Delhi,16500,petrol,manual,1034000,17782.0
BMW,5 Series520d Luxury Line,2019,Delhi,46000,diesel,automatic,2500000,42996.0
Maruti,Wagon R 1.0LXI,2023,Delhi,44000,petrol,manual,420000,7506.0
Hyundai,CretaSX OPT IVT Petrol,2024,Delhi,8500,petrol,automatic,1541000,26502.0
Maruti,IgnisZeta 1.2 MT,2022,Delhi,16500,petrol,manual,558000,9502.0
Maruti,Grand VitaraDelta Smart Hybrid AT,2024,Delhi,16000,petrol,automatic,1259000,21652.0
Toyota,Urban CruiserHigh Grade MT,2022,Delhi,19500,petrol,manual,768000,13078.0
Hyundai,Fluidic Verna 4S1.4 VTVT,2015,Delhi,77500,petrol,manual,372000,6771.0
Toyota,Corolla AltisVL CVT Petrol,2019,Delhi,117500,petrol,automatic,925000,15752.0
Tata,PunchPure petrol +CNG,2024,Delhi,12000,petrol+cng,manual,653000,11120.0
Honda,Amaze1.2 S i-VTEC,2017,Delhi,49000,petrol,manual,411000,6999.0
Volkswagen,Vento1.2L Highline Petrol AT,2017,Delhi,79000,petrol,automatic,511000,8158.0
Toyota,Urban Cruiser HyryderV Hybrid,2023,Delhi,35500,hybrid,automatic,1739000,29908.0
MG,HectorSharp 1.5 DCT Petrol,2020,Delhi,31500,petrol,automatic,1223000,21032.0
Hyundai,VenueSX 1.0 (O) Turbo iMT,2022,Delhi,33000,petrol,manual,973000,16569.0
Honda,JazzVX Petrol,2017,Delhi,49500,petrol,manual,472000,7535.0
Kia,SeltosGTX (O) 1.4,2022,Delhi,23500,petrol,manual,1267000,21790.0
Toyota,GlanzaV CVT,2019,Delhi,94000,petrol,automatic,498000,8480.0
Toyota,Urban CruiserHigh Grade MT,2021,Delhi,30500,petrol,manual,729000,12414.0
Maruti,CiazVXi+ AT,2015,Delhi,92500,petrol,automatic,403000,7335.0
Hyundai,Elite i20Asta 1.2,2015,Delhi,81000,petrol,manual,449000,8172.0
Renault,Kwid1.0 RXT AMT Opt,2018,Delhi,25500,petrol,automatic,317000,5398.0
Maruti,BalenoAlpha,2020,Delhi,60000,petrol,manual,609000,10370.0
Volkswagen,VirtusHighline 1.0 TSI MT,2023,Delhi,35500,petrol,manual,924000,15735.0
Toyota,GlanzaV CVT,2019,Delhi,25500,petrol,automatic,625000,10643.0
Nissan,MagniteXV Premium,2022,Delhi,8000,petrol,manual,655000,11154.0
Maruti,BalenoDelta,2021,Delhi,19000,petrol,manual,596000,10149.0
Maruti,SwiftZXI AMT,2023,Delhi,9500,petrol,automatic,754000,12840.0
Maruti,Wagon R 1.0LXI CNG,2021,Delhi,35000,petrol+cng,manual,488999,8327.0
Tata,Tiago NRGXZ AMT,2022,Delhi,31500,petrol,automatic,580000,9877.0
Maruti,Vitara BrezzaZXi Plus AT Dual Tone,2020,Delhi,38500,petrol,automatic,819000,13947.0
Tata,SafariXZA Plus Adventure,2021,Delhi,48500,diesel,automatic,1478000,25417.0
Kia,SeltosHTX IVT G,2020,Delhi,42500,petrol,automatic,1064000,18298.0
Hyundai,AuraSX 1.2 CNG,2022,Delhi,27500,petrol+cng,manual,702000,11954.0
Nissan,MicraXL CVT,2018,Delhi,13500,petrol,automatic,426000,6801.0
Ford,EcoSportTrend 1.5L Ti-VCT,2016,Delhi,81000,petrol,manual,463999,7901.0
Hyundai,Elite i20Magna Executive 1.2,2017,Delhi,39000,petrol,manual,467000,7952.0
Maruti,Wagon R 1.0VXI CNG,2023,Delhi,33500,petrol+cng,manual,587000,9996.0
Honda,Amaze1.2 S i-VTEC,2017,Delhi,66500,petrol,manual,409999,6982.0
Hyundai,Grand i10Magna AT 1.2 Kappa VTVT,2019,Delhi,25500,petrol,automatic,519000,8838.0
Tata,TigorRevotron XZ+ CNG,2023,Delhi,34000,petrol+cng,manual,697000,11869.0
Maruti,BalenoAlpha AGS,2023,Delhi,20500,petrol,automatic,832000,14168.0
Skoda,SlaviaStyle 1.5L TSI MT,2022,Delhi,34000,petrol,manual,1328000,22837.0
Tata,NexonXZ Plus S,2021,Delhi,53000,petrol,manual,749000,13078.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2019,Delhi,37500,petrol,manual,699000,11903.0
Maruti,Wagon R 1.2VXi 1.2,2021,Delhi,2500,petrol,manual,509000,8667.0
Renault,KwidRXL,2018,Delhi,49500,petrol,manual,233000,3967.0
Tata,AltrozXM Plus 1.2,2021,Delhi,64500,petrol,manual,500000,8514.0
Maruti,SwiftZXI AMT,2021,Delhi,54000,petrol,automatic,621000,10575.0
Ford,FigoTitanium 1.2 Ti-VCT MT,2019,Delhi,46000,petrol,manual,473000,8054.0
Maruti,Swift DzireVXI,2016,Delhi,74500,petrol,manual,369000,6283.0
Honda,Amaze1.2 V i-VTEC,2021,Delhi,85000,petrol,manual,593000,10098.0
Tata,AltrozXZA Plus Petrol Dark Edtion,2023,Delhi,30500,petrol,automatic,821000,13981.0
Tata,AltrozXT 1.2,2022,Delhi,26500,petrol,manual,557000,9485.0
Hyundai,New i20Asta (O) 1.2 MT,2023,Delhi,21500,petrol,manual,839000,14287.0
Honda,JazzV Petrol,2016,Delhi,66500,petrol,manual,409999,6545.0
Hyundai,AuraS 1.2 CNG,2022,Delhi,24500,petrol+cng,manual,677000,11528.0
Maruti,S-PressoVXI Opt CNG,2020,Delhi,95000,petrol+cng,manual,385000,6556.0
Maruti,Wagon R 1.0LXI CNG,2019,Delhi,39000,petrol+cng,manual,458000,7799.0
Honda,Amaze1.2 S i-VTEC,2015,Delhi,88000,petrol,manual,331000,6025.0
Tata,TiagoRevotron XZ,2016,Delhi,63500,petrol,manual,366000,6232.0
Maruti,New ErtigaZXi AT,2020,Delhi,57500,petrol,automatic,897000,15275.0
Maruti,Alto 800Lxi,2015,Delhi,14500,petrol,manual,204999,3901.0
Hyundai,Fluidic Verna 4S1.6 VTVT SX,2015,Delhi,39000,petrol,manual,539000,9811.0
Tata,TiagoRevotron XZ,2018,Delhi,30500,petrol,manual,433000,7373.0
Tata,PunchAdventure iCNG,2023,Delhi,41500,petrol+cng,manual,659000,11222.0
Tata,AltrozXE 1.2,2024,Delhi,1000,petrol,manual,578000,9843.0
Tata,TigorRevotron XZ+ CNG,2022,Delhi,39500,petrol+cng,manual,671000,11426.0
Mahindra,Scorpio NZ8 L 4WD Diesel AT 7 STR,2022,Delhi,33000,diesel,automatic,2038000,35046.0
Renault,KwidCLIMBER 1.0 AMT,2017,Delhi,70500,petrol,automatic,292000,4972.0
Renault,KigerRXT (O) AMT,2022,Delhi,23000,petrol,automatic,623000,10609.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT (O),2016,Delhi,43000,petrol,manual,405999,6913.0
Ford,EcoSportTitanium 1.5L Ti-VCT,2018,Delhi,90000,petrol,manual,590000,10047.0
Hyundai,Grand i10Asta 1.2 Kappa VTVT,2015,Delhi,64500,petrol,manual,365000,6643.0
Maruti,SwiftZXI AMT,2018,Delhi,79500,petrol,automatic,483000,8225.0
Hyundai,Grand i10Magna AT 1.2 Kappa VTVT,2018,Delhi,38500,petrol,automatic,455000,7748.0
Mahindra,Scorpio NZ6 Diesel AT 7 STR,2023,Delhi,21500,diesel,automatic,1705999,29341.0
Maruti,Vitara BrezzaVXi,2022,Delhi,45500,petrol,manual,756000,12874.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2015,Delhi,46000,petrol,manual,349000,6352.0
Renault,KwidRXT 1.0 SCE Special,2016,Delhi,46500,petrol,manual,246000,4189.0
Maruti,Wagon R 1.0LXI (O) CNG,2021,Delhi,25500,petrol+cng,manual,509999,8685.0
Maruti,SwiftZXI,2023,Delhi,16000,petrol,manual,680000,11580.0
Maruti,Wagon R 1.0LXI (O) CNG,2021,Delhi,55500,petrol+cng,manual,478000,8140.0
Maruti,SwiftLXI,2024,Delhi,2500,petrol,manual,592000,10081.0
Honda,CityZX CVT,2017,Delhi,93000,petrol,automatic,614000,10456.0
Tata,TigorRevotron XZ+ CNG,2022,Delhi,72000,petrol+cng,manual,597000,10166.0
Skoda,KushaqAmbition 1.0L TSI AT,2022,Delhi,22500,petrol,automatic,1225000,21067.0
Maruti,SwiftZXI Plus,2022,Delhi,49500,petrol,manual,651000,11086.0
Maruti,CiazSigma 1.5,2023,Delhi,14500,petrol,manual,779000,13265.0
Hyundai,Elite i20Sportz 1.2,2015,Delhi,51500,petrol,manual,391000,7117.0
Maruti,CelerioVXI (O),2016,Delhi,29500,petrol,manual,301000,5478.0
Hyundai,AuraSX 1.2 CNG,2023,Delhi,35500,petrol+cng,manual,746000,12703.0
Hyundai,New i20Asta (O) 1.0 Turbo DCT,2021,Delhi,47500,petrol,automatic,860000,14645.0
Hyundai,Grand i10Sportz 1.2 Kappa VTVT,2017,Delhi,57000,petrol,manual,419000,7135.0
Toyota,Innova Crysta2.4 GX 7 STR,2024,Delhi,6000,diesel,manual,2005000,34484.0
Maruti,Swift DzireVXI,2016,Delhi,94000,petrol,manual,378000,6437.0
Maruti,Wagon R 1.0LXi CNG,2013,Delhi,93000,petrol+cng,manual,231999,6523.0
Maruti,CiazAlpha Hybrid 1.5 AT,2019,Delhi,46500,petrol,automatic,769000,13095.0
Kia,CarensPrestige Plus 1.4 Petrol MT 7 STR,2022,Delhi,8000,petrol,manual,1241000,21342.0
Toyota,Corolla AltisVL CVT Petrol,2019,Mumbai,42000,petrol,automatic,994000,16927.0
Honda,JazzVX CVT,2021,Mumbai,26000,petrol,automatic,768000,12261.0
Maruti,Wagon R 1.0VXI,2024,Mumbai,3500,petrol,manual,589000,10526.0
Hyundai,VenueSX (O) 1.0 Turbo iMT,2022,Mumbai,20000,petrol,manual,956000,16280.0
Mercedes,C-ClassC 220 CDI Avantgarde,2017,Mumbai,47500,diesel,automatic,2200000,37836.0
Maruti,BrezzaVxi AT,2023,Mumbai,60000,petrol,automatic,880000,14985.0
Hyundai,Grand i10 NiosAsta 1.2 Kappa VTVT,2020,Mumbai,34000,petrol,manual,610000,10387.0
Mercedes,C-ClassC 220 CDI Progressive,2019,Mumbai,48500,diesel,automatic,2800000,48156.0
Maruti,Vitara BrezzaLXi,2021,Mumbai,38000,petrol,manual,646000,11001.0
Maruti,Wagon R 1.0VXI,2018,Mumbai,13500,petrol,manual,400000,7149.0
Hyundai,VenueSX 1.2 Petrol,2022,Mumbai,31500,petrol,manual,828999,14117.0
Maruti,S-CrossAlpha AT,2021,Mumbai,35000,petrol,automatic,967000,16467.0
Tata,HexaXT 4X4,2017,Mumbai,57500,diesel,manual,795000,12692.0
Mahindra,Scorpio NZ8 L Petrol AT 7 STR,2022,Mumbai,18500,petrol,automatic,1868000,32127.0
Jeep,CompassModel S (O) 1.4 Petrol DCT,2021,Mumbai,44000,petrol,automatic,1875000,32247.0
Mercedes,E-ClassE200 Avantgarde,2017,Mumbai,55000,petrol,automatic,2900000,49876.0
Mahindra,TharLX Hard Top Diesel AT,2022,Mumbai,16500,diesel,automatic,1484000,25522.0
Mahindra,TharLX Hard Top Diesel MT,2021,Mumbai,52500,diesel,manual,1214000,20878.0
Honda,CityZX CVT Petrol,2021,Mumbai,57500,petrol,automatic,1107000,19037.0
Kia,SonetHTX 1.0 iMT,2021,Mumbai,30500,petrol,manual,805000,13708.0
Hyundai,VenueSX (O) 1.0 Turbo iMT,2022,Mumbai,20500,petrol,manual,977999,16654.0
MG,Hector PlusSharp 1.5 DCT Petrol,2020,Mumbai,60000,petrol,automatic,1159000,19932.0
Honda,AmazeVX CVT 1.2 Petrol,2023,Mumbai,37000,petrol,automatic,839000,14287.0
Hyundai,VenueSX 1.0 Turbo,2021,Mumbai,36500,petrol,manual,846000,14406.0
Tata,NexonXZ Plus (O) Dark Edition,2021,Mumbai,43500,petrol,manual,907000,15445.0
Honda,BrioE MT,2016,Mumbai,53000,petrol,manual,270000,4607.0
Maruti,BrezzaZXi,2023,Mumbai,9000,petrol,manual,1080000,18574.0
Mahindra,Scorpio NZ8 L Petrol AT 7 STR,2024,Mumbai,30000,petrol,automatic,1941000,33382.0
Jeep,MeridianLimited (O) 4X2 AT,2022,Mumbai,22000,diesel,automatic,2800000,48156.0
Tata,TiagoXT,2020,Mumbai,19000,petrol,manual,471000,8020.0
Maruti,Wagon R 1.0VXI,2015,Mumbai,24000,petrol,manual,323000,6147.0
Maruti,BrezzaZxi Dual Tone,2022,Mumbai,22000,petrol,manual,907000,15441.0
Hyundai,VenueSX (O) 1.0 Turbo iMT,2021,Mumbai,38000,petrol,manual,907000,15445.0
Maruti,CelerioVXi,2021,Mumbai,41000,petrol,manual,407000,6930.0
Audi,A42.0 TDI (143bhp),2014,Mumbai,64500,diesel,automatic,1041000,22562.0
Ford,EcoSportTitanium + 1.5L Ti-VCT AT,2018,Mumbai,47500,petrol,automatic,656000,11171.0
